id;superficie_di_riferimento_mq;natura_del_bene;indirizzo;numero_civico;latitudine;longitudine;tipologia_bene_immobile;epoca_costruzione;vincolo_culturale_paesaggistico;natura_giuridica_del_bene;utilizzo_del_bene;finalita;tipo_detenzione_a_terzi;canone_annuale;data_decorrenza;numero_immobili_per_catasto;meta_immobile;list_file_ape_validated;plot_filename;classe_energetica_ape;epglnren_ape
694490;54.0;FABBRICATO;via garibaldi giuseppe;55;45.075075;7.6736631;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694491;54.0;FABBRICATO;via garibaldi giuseppe;55;45.075075;7.6736631;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694492;34.0;FABBRICATO;via garibaldi giuseppe;55;45.075075;7.6736631;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694493;76.0;FABBRICATO;via garibaldi giuseppe;55;45.075075;7.6736631;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694494;77.0;FABBRICATO;via garibaldi giuseppe;55;45.075075;7.6736631;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694495;90.0;FABBRICATO;via garibaldi giuseppe;55;45.075075;7.6736631;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694497;132.0;FABBRICATO;via montevideo;41;45.035401;7.6571811;Impianto sportivo;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Altro;;;;1;False;[];;;
694498;393.0;FABBRICATO;via montevideo;41;45.035401;7.6571811;Impianto sportivo;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Altro;;;;1;False;[];;;
694499;118.0;FABBRICATO;via montevideo;41;45.035401;7.6571811;Impianto sportivo;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Altro;;;;1;False;[];;;
694500;66.0;FABBRICATO;via taggia;31 A;45.035401;7.6571811;Ufficio strutturato ed assimilabili;Prima del 1919;Dichiarazione di interesse culturale;Demanio;;Non Dichiarato;in concessione a titolo oneroso;4026.0;01/01/2014;1;False;[];;;
694504;2896.0;FABBRICATO;via giordano bruno;148;45.035401;7.6571811;Ufficio strutturato ed assimilabili;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Attività amministrativa/uffici pubblici;;;;1;False;[];;;
694507;177.0;FABBRICATO;Via Cernaia;30;45.0723838;7.6726557;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694508;168.0;FABBRICATO;Via Cernaia;30;45.0723838;7.6726557;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694509;147.0;FABBRICATO;Via Cernaia;28;45.0723838;7.6726557;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694511;3530.0;FABBRICATO;Via Giacinto Collegno;73;45.0722053;7.658791;Edificio scolastico (es.: scuola di ogni ordine e grado, università, scuola di formazione);Dal 1991 al 2000;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività didattica;;;;1;False;[];;;
694512;64.0;FABBRICATO;via palmieri pietro;56;45.072375;7.6595812;Abitazione;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;1;False;[];;;
694513;64.0;FABBRICATO;via palmieri pietro;56;45.072375;7.6595812;Abitazione;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;1;False;[];;;
694515;1931.14;FABBRICATO;Via Nino Bixio;56;45.0691238;7.6560616;Ufficio strutturato ed assimilabili;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Attività amministrativa/uffici pubblici;;;;1;False;[];;;
694516;146.0;FABBRICATO;Via Nino Bixio;56;45.0691238;7.6560616;Abitazione;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Attività amministrativa/uffici pubblici;;;;1;False;[];;;
694517;173.0;FABBRICATO;Via Nino Bixio;56;45.0691238;7.6560616;Magazzino e locali di deposito;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Attività amministrativa/uffici pubblici;;;;1;False;[];;;
694518;1325.43;FABBRICATO;Via Nino Bixio;44;45.068847;7.6568281;Ufficio strutturato ed assimilabili;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Attività amministrativa/uffici pubblici;;;;1;False;[];;;
694519;120.0;FABBRICATO;Via Nino Bixio;44;45.068847;7.6568281;Abitazione;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;1;False;[];;;
694521;1728.25;FABBRICATO;Via Bruino;14;45.0747652;7.6544966;Edificio scolastico (es.: scuola di ogni ordine e grado, università, scuola di formazione);Dal 1971 al 1980;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività didattica;;;;1;False;[];;;
694522;19.0;FABBRICATO;Via Revello;34;45.06810593;7.64839005;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Non utilizzato;Non Dichiarato;;;;1;False;[];;;
694523;19.0;FABBRICATO;Via Revello;34;45.06810593;7.64839005;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Non utilizzato;Non Dichiarato;;;;1;False;[];;;
694524;61.0;FABBRICATO;Via Revello;34;45.06810593;7.64839005;Magazzino e locali di deposito;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Non utilizzato;Non Dichiarato;;;;1;False;[];;;
694525;126.0;FABBRICATO;Via Revello;34;45.06810593;7.64839005;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Non utilizzato;Non Dichiarato;;;;1;False;[];;;
694526;54.0;FABBRICATO;corso racconigi;29;45.07144708;7.6472494;Abitazione;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;1;False;[];;;
694527;53.0;FABBRICATO;corso racconigi;29;45.07144708;7.6472494;Abitazione;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;1;False;[];;;
694528;52.0;FABBRICATO;corso racconigi;29;45.07131751;7.6475088;Abitazione;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;1;False;[];;;
694530;192.0;FABBRICATO;Via Cesana;6;45.07218884;7.65029322;Abitazione;Dal 1971 al 1980;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;1;False;[];;;
694532;12.0;FABBRICATO;Corso Giovanni Agnelli;156;45.0310421;7.6393359;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694533;434.0;FABBRICATO;Corso Giovanni Agnelli;156;45.0310421;7.6393359;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694534;71.0;FABBRICATO;Corso Giovanni Agnelli;156;45.0310421;7.6393359;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694535;106.0;FABBRICATO;Corso Giovanni Agnelli;156;45.0310421;7.6393359;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694536;104.0;FABBRICATO;Corso Giovanni Agnelli;156;45.0310421;7.6393359;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694537;112.0;FABBRICATO;Corso Giovanni Agnelli;156;45.0310421;7.6393359;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694538;83.0;FABBRICATO;Corso Giovanni Agnelli;156;45.0310421;7.6393359;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694539;108.0;FABBRICATO;Corso Giovanni Agnelli;156;45.0310421;7.6393359;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694540;81.0;FABBRICATO;Corso Giovanni Agnelli;156;45.0310421;7.6393359;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694541;82.0;FABBRICATO;Corso Giovanni Agnelli;156;45.0310421;7.6393359;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694542;83.0;FABBRICATO;Corso Giovanni Agnelli;156;45.0310421;7.6393359;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694543;109.0;FABBRICATO;Corso Giovanni Agnelli;156;45.0310421;7.6393359;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694544;83.0;FABBRICATO;Corso Giovanni Agnelli;156;45.0310421;7.6393359;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694545;60.0;FABBRICATO;Corso Giovanni Agnelli;156;45.0310421;7.6393359;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694546;60.0;FABBRICATO;Corso Giovanni Agnelli;156;45.0310421;7.6393359;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694547;84.0;FABBRICATO;Corso Giovanni Agnelli;156;45.0310421;7.6393359;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694548;82.0;FABBRICATO;Corso Giovanni Agnelli;156;45.0310421;7.6393359;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694549;83.0;FABBRICATO;Corso Giovanni Agnelli;156;45.0310421;7.6393359;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694550;82.0;FABBRICATO;Corso Giovanni Agnelli;156;45.0310421;7.6393359;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694551;83.0;FABBRICATO;Corso Giovanni Agnelli;156;45.0310421;7.6393359;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694552;108.0;FABBRICATO;Corso Giovanni Agnelli;156;45.0310421;7.6393359;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694553;29.0;FABBRICATO;Corso Giovanni Agnelli;154;45.031393;7.6401097;Locale commerciale, negozio;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività commerciale e di ristorazione;;;;1;False;[];;;
694554;85.0;FABBRICATO;Corso Giovanni Agnelli;156;45.031393;7.6401097;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694555;80.0;FABBRICATO;Corso Giovanni Agnelli;156;45.031393;7.6401097;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694556;80.0;FABBRICATO;Corso Giovanni Agnelli;156;45.031393;7.6401097;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694557;78.0;FABBRICATO;Corso Giovanni Agnelli;156;45.031393;7.6401097;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694558;80.0;FABBRICATO;Corso Giovanni Agnelli;156;45.031393;7.6401097;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694559;78.0;FABBRICATO;Corso Giovanni Agnelli;156;45.031393;7.6401097;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694560;91.0;FABBRICATO;Corso Giovanni Agnelli;156;45.031393;7.6401097;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694561;79.0;FABBRICATO;Corso Giovanni Agnelli;156;45.031393;7.6401097;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694562;78.0;FABBRICATO;Corso Giovanni Agnelli;156;45.031393;7.6401097;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694563;83.0;FABBRICATO;Corso Giovanni Agnelli;156;45.031393;7.6401097;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694564;23.0;FABBRICATO;Corso Giovanni Agnelli;160;45.031393;7.6401097;Locale commerciale, negozio;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività commerciale e di ristorazione;;;;1;False;[];;;
694565;79.0;FABBRICATO;Corso Giovanni Agnelli;156;45.031393;7.6401097;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694566;80.0;FABBRICATO;Corso Giovanni Agnelli;156;45.031393;7.6401097;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694567;77.0;FABBRICATO;Corso Giovanni Agnelli;156;45.031393;7.6401097;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694568;81.0;FABBRICATO;Corso Giovanni Agnelli;156;45.031393;7.6401097;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694569;80.0;FABBRICATO;Corso Giovanni Agnelli;156;45.031393;7.6401097;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694570;79.0;FABBRICATO;Corso Giovanni Agnelli;156;45.031393;7.6401097;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694571;66.0;FABBRICATO;Corso Giovanni Agnelli;156;45.031393;7.6401097;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694572;81.0;FABBRICATO;Corso Giovanni Agnelli;156;45.031393;7.6401097;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694573;77.0;FABBRICATO;Corso Giovanni Agnelli;156;45.031393;7.6401097;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694574;139.0;FABBRICATO;Corso Giovanni Agnelli;160;45.031393;7.6401097;Locale commerciale, negozio;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività commerciale e di ristorazione;;;;1;False;[];;;
694575;79.0;FABBRICATO;Corso Giovanni Agnelli;156;45.031393;7.6401097;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694576;81.0;FABBRICATO;Corso Giovanni Agnelli;156;45.031393;7.6401097;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694577;105.0;FABBRICATO;Corso Giovanni Agnelli;156;45.031393;7.6401097;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694578;79.0;FABBRICATO;Corso Giovanni Agnelli;156;45.031393;7.6401097;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694579;107.0;FABBRICATO;Corso Giovanni Agnelli;156;45.031393;7.6401097;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694580;79.0;FABBRICATO;Corso Giovanni Agnelli;156;45.031393;7.6401097;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694581;81.0;FABBRICATO;Corso Giovanni Agnelli;156;45.031393;7.6401097;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694582;80.0;FABBRICATO;Corso Giovanni Agnelli;156;45.031393;7.6401097;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694583;97.0;FABBRICATO;Corso Giovanni Agnelli;156;45.031393;7.6401097;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694584;107.0;FABBRICATO;Corso Giovanni Agnelli;156;45.031393;7.6401097;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694585;81.0;FABBRICATO;Corso Giovanni Agnelli;156;45.031393;7.6401097;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694586;77.0;FABBRICATO;Corso Giovanni Agnelli;156;45.031393;7.6401097;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694587;104.0;FABBRICATO;Corso Giovanni Agnelli;156;45.031393;7.6401097;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694588;111.0;FABBRICATO;Corso Giovanni Agnelli;156;45.031393;7.6401097;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694589;79.0;FABBRICATO;Corso Giovanni Agnelli;156;45.031393;7.6401097;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694590;82.0;FABBRICATO;Corso Giovanni Agnelli;156;45.031393;7.6401097;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694591;80.0;FABBRICATO;Corso Giovanni Agnelli;156;45.031393;7.6401097;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694592;81.0;FABBRICATO;Corso Giovanni Agnelli;156;45.031393;7.6401097;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694593;81.0;FABBRICATO;Corso Giovanni Agnelli;156;45.031393;7.6401097;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694594;78.0;FABBRICATO;Corso Giovanni Agnelli;156;45.031393;7.6401097;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694595;48.0;FABBRICATO;Corso Giovanni Agnelli;156;45.031393;7.6401097;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694596;76.0;FABBRICATO;Corso Giovanni Agnelli;156;45.031393;7.6401097;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694597;81.0;FABBRICATO;Corso Giovanni Agnelli;156;45.031393;7.6401097;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694598;80.0;FABBRICATO;Corso Giovanni Agnelli;156;45.031393;7.6401097;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694599;81.0;FABBRICATO;Corso Giovanni Agnelli;156;45.031393;7.6401097;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694600;81.0;FABBRICATO;Corso Giovanni Agnelli;156;45.031393;7.6401097;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694601;83.0;FABBRICATO;Corso Giovanni Agnelli;156;45.031393;7.6401097;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694602;80.0;FABBRICATO;Corso Giovanni Agnelli;156;45.031393;7.6401097;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694603;79.0;FABBRICATO;Corso Giovanni Agnelli;156;45.031393;7.6401097;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694604;80.0;FABBRICATO;Corso Giovanni Agnelli;156;45.031393;7.6401097;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694605;81.0;FABBRICATO;Corso Giovanni Agnelli;156;45.031393;7.6401097;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694606;81.0;FABBRICATO;Corso Giovanni Agnelli;156;45.031393;7.6401097;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694607;79.0;FABBRICATO;Corso Giovanni Agnelli;156;45.031393;7.6401097;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694608;80.0;FABBRICATO;Corso Giovanni Agnelli;156;45.031393;7.6401097;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694609;79.0;FABBRICATO;Corso Giovanni Agnelli;156;45.031393;7.6401097;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694610;81.0;FABBRICATO;Corso Giovanni Agnelli;156;45.031393;7.6401097;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694611;81.0;FABBRICATO;Corso Giovanni Agnelli;156;45.031393;7.6401097;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694612;80.0;FABBRICATO;Corso Giovanni Agnelli;156;45.031393;7.6401097;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694613;79.0;FABBRICATO;Corso Giovanni Agnelli;156;45.031393;7.6401097;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694614;79.0;FABBRICATO;Corso Giovanni Agnelli;156;45.031393;7.6401097;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694615;79.0;FABBRICATO;Corso Giovanni Agnelli;156;45.031393;7.6401097;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694616;82.0;FABBRICATO;Corso Giovanni Agnelli;156;45.031393;7.6401097;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694617;58.0;FABBRICATO;Corso Giovanni Agnelli;156;45.031393;7.6401097;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694618;58.0;FABBRICATO;Corso Giovanni Agnelli;156;45.031393;7.6401097;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694619;60.0;FABBRICATO;Corso Giovanni Agnelli;156;45.031393;7.6401097;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694620;80.0;FABBRICATO;Corso Giovanni Agnelli;156;45.031393;7.6401097;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694621;79.0;FABBRICATO;Corso Giovanni Agnelli;156;45.031393;7.6401097;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694622;72.0;FABBRICATO;Via Frejus;116;45.0701969;7.6403433;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;1;False;[];;;
694623;6603.25;FABBRICATO;via bardonecchia;34;45.0734471;7.6449315;Edificio scolastico (es.: scuola di ogni ordine e grado, università, scuola di formazione);Dal 1981 al 1990;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività didattica;;;;1;False;[];;;
694624;96.0;FABBRICATO;Via Villar Focchiardo;16;45.0734471;7.6449315;Abitazione;Dal 1981 al 1990;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;1;False;[];;;
694625;94.0;FABBRICATO;Via Villar Focchiardo;16;45.0734471;7.6449315;Abitazione;Dal 1981 al 1990;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;1;False;[];;;
694626;197.75;FABBRICATO;via bardonecchia;18;45.0734471;7.6449315;Edificio scolastico (es.: scuola di ogni ordine e grado, università, scuola di formazione);Dal 1971 al 1980;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività didattica;;;;1;False;[];;;
694628;72.0;FABBRICATO;via frejus;133;45.0697099;7.637608;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;;Non Dichiarato;in locazione;3350.0;01/04/2022;1;False;['2020_102099_0197.xml'];ape_summary_75f39f045598.html;F;141.86
694629;1731.0;FABBRICATO;corso francia;285;45.0743946;7.6267684;Edificio scolastico (es.: scuola di ogni ordine e grado, università, scuola di formazione);Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività didattica;;;;1;False;[];;;
