id;codice_comune;foglio;particella;superficie_di_riferimento_mq;natura_del_bene;indirizzo;numero_civico;latitudine;longitudine;tipologia_bene_immobile;epoca_costruzione;vincolo_culturale_paesaggistico;natura_giuridica_del_bene;utilizzo_del_bene;finalita;tipo_detenzione_a_terzi;canone_annuale;data_decorrenza;meta_immobile;numero_immobili_per_catasto
22406;L219;1178;225;460.0;FABBRICATO;via saccarelli gaspare;20;45.0806128;7.6669068;Struttura residenziale collettiva (es.: collegi e convitti, educandati, ricoveri, orfanotrofi, ospizi, conventi, seminari);Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Attività artistica e culturale;;;;False;1
22489;L219;1244;264;288.0;FABBRICATO;CORSO MATTEOTTI GIACOMO;SNC;45.0691211;7.6732595;Biblioteca, pinacoteca, museo, gallerie;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Attività artistica e culturale;;;;False;1
22565;L219;1291;127;159.0;FABBRICATO;Viale Burdin;10;45.0570562;7.6325505;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;False;1
22979;L219;1416;243;625.0;FABBRICATO;Strada dei Ronchi;29;45.0293835;7.6905532;Edificio scolastico (es.: scuola di ogni ordine e grado, università, scuola di formazione);Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività didattica;;;;False;1
23346;L219;1218;45;60.0;FABBRICATO;Via San Giuseppe Benedetto Cottolengo;25;45.0797746;7.6778351;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
23347;L219;1218;45;86.0;FABBRICATO;Via San Giuseppe Benedetto Cottolengo;25;45.0797746;7.6778351;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
23476;L219;1405;35;686.0;FABBRICATO;corso sicilia;50;45.03889621;7.67941668;Impianto sportivo;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Non utilizzato;Non Dichiarato;;;;False;1
23524;L219;1180;252;7419.14;FABBRICATO;Corso Principe Eugenio;26;45.0797925;7.6722794;Ufficio strutturato ed assimilabili;Prima del 1919;Dichiarazione di interesse culturale;Patrimonio indisponibile;;Non Dichiarato;in concessione a titolo oneroso;160280.0;01/01/2019;False;1
23646;L219;1160;34;176.0;FABBRICATO;Corso Appio Claudio;176;45.0858188;7.6349071;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività amministrativa/uffici pubblici;;;;False;1
23657;L219;1132;99;257.0;FABBRICATO;via tartini giuseppe;36;45.0970416;7.7064023;Magazzino e locali di deposito;Dal 2001 al 2010;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività sportiva, ricreativa e di intrattenimento;;;;False;1
23949;L219;1375;311;5000.0;FABBRICATO;via nizza;151;45.04352551;7.67227169;Struttura residenziale collettiva (es.: collegi e convitti, educandati, ricoveri, orfanotrofi, ospizi, conventi, seminari);Prima del 1919;Nessuno;Patrimonio indisponibile;;Non Dichiarato;in concessione a titolo oneroso;5237.0;01/11/2019;False;1
24376;L219;1280;14;3633.25;FABBRICATO;Via Sant'Ottavio;7;45.0678683;7.6926684;Edificio scolastico (es.: scuola di ogni ordine e grado, università, scuola di formazione);Dal 1919 al 1945;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Attività didattica;;;;False;1
24496;L219;1148;426;11229.75;FABBRICATO;via monte rosa;54;45.0909134;7.6956216;Edificio scolastico (es.: scuola di ogni ordine e grado, università, scuola di formazione);Dal 1991 al 2000;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Attività didattica;;;;False;1
24497;L219;1174;271;58.0;FABBRICATO;Corso Svizzera;63;45.0821922;7.6507202;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio disponibile;Utilizzato direttamente;Altro;;;;False;1
24506;L219;1033;17;76.0;FABBRICATO;Strada Bellacomba;138;45.1247425;7.672253;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività amministrativa/uffici pubblici;;;;False;1
24636;L219;1217;210;108.0;FABBRICATO;Via Franco Bonelli;0;45.0760111;7.6817108;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
24637;L219;1218;43;42.0;FABBRICATO;Via Sigismondo Gerdil;7;45.0797746;7.6778351;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
24764;L219;1171;446;1614.5;FABBRICATO;via valgioie;10;45.0771244;7.6346415;Edificio scolastico (es.: scuola di ogni ordine e grado, università, scuola di formazione);Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Attività didattica;;;;False;1
24899;L219;1217;211;111.0;FABBRICATO;Via Franco Bonelli;0;45.0760111;7.6817108;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
24907;L219;1191;1;1072.0;FABBRICATO;Via Friedrich Nietzsche;154;45.0883715;7.7220411;Struttura residenziale collettiva (es.: collegi e convitti, educandati, ricoveri, orfanotrofi, ospizi, conventi, seminari);Prima del 1919;Nessuno;Patrimonio indisponibile;Non utilizzato;Non Dichiarato;;;;False;1
25122;L219;1033;17;100.0;FABBRICATO;Strada Bellacomba;138;45.1247425;7.672253;Fabbricato per attività produttiva (industriale, artigianale o agricola);Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività amministrativa/uffici pubblici;;;;False;1
25247;L219;1174;296;5228.0;FABBRICATO;Corso Svizzera;59;45.0812209;7.6497705;Edificio scolastico (es.: scuola di ogni ordine e grado, università, scuola di formazione);Dal 1991 al 2000;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività didattica;;;;False;1
26000;L219;1218;43;48.0;FABBRICATO;Via San Giuseppe Benedetto Cottolengo;25;45.0797746;7.6778351;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
26231;L219;1217;210;110.0;FABBRICATO;Via Franco Bonelli;0;45.0760111;7.6817108;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
26341;L219;1177;55;39.0;FABBRICATO;corso umbria;53;45.087521;7.6647145;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;False;1
26534;L219;1218;125;108.0;FABBRICATO;Via Bligny;19;45.0769325;7.6772792;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività amministrativa/uffici pubblici;;;;False;1
26535;L219;1218;95;16640.0;FABBRICATO;via giulio carlo ignazio;22;45.0785511;7.6770856;Ospedali, case di cura, cliniche e assimilabili;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Attività amministrativa/uffici pubblici;;;;False;1
26538;L219;134;42;2840.25;FABBRICATO;Via Aquileia;1;45.0415879;7.682662;Edificio scolastico (es.: scuola di ogni ordine e grado, università, scuola di formazione);Dal 1919 al 1945;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Attività didattica;;;;False;1
26539;L219;1353;3;114.0;FABBRICATO;Viale Virgilio;107;45.0493583;7.6852271;Locale commerciale, negozio;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Attività commerciale e di ristorazione;;;;False;1
26653;L219;1217;211;110.0;FABBRICATO;Via Franco Bonelli;0;45.0760111;7.6817108;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
26672;L219;1180;255;10000.0;FABBRICATO;Corso Principe Eugenio;26;45.0798385;7.6726279;Ufficio strutturato ed assimilabili;Prima del 1919;Dichiarazione di interesse culturale;Patrimonio indisponibile;;Non Dichiarato;in concessione a titolo oneroso;160281.0;01/01/2019;False;1
26841;L219;1218;43;63.0;FABBRICATO;Via Sigismondo Gerdil;7;45.0797746;7.6778351;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
27069;L219;1218;45;64.0;FABBRICATO;Via San Giuseppe Benedetto Cottolengo;25;45.0797746;7.6778351;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
28522;L219;1353;9;1149.0;FABBRICATO;Viale Virgilio;107;45.0488786;7.6848158;Palazzo storico, castello;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Attività artistica e culturale;;;;False;1
28523;L219;1185;256;1587.43;FABBRICATO;Via Bologna;51;45.0832735;7.6950233;Ufficio strutturato ed assimilabili;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Attività amministrativa/uffici pubblici;;;;False;1
43004;L219;1420;20;29.0;FABBRICATO;corso unita' d'italia;86;45.0268099;7.6710944;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Dal 1946 al 1960;Nessuno;Patrimonio disponibile;;Non Dichiarato;in concessione a titolo oneroso;0.0;01/01/2019;False;1
43005;L219;1420;20;104.0;FABBRICATO;corso unita' d'italia;86;45.0268099;7.6710944;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio disponibile;;Non Dichiarato;in concessione a titolo oneroso;0.0;01/01/2019;False;1
43006;L219;1420;20;4642.5;FABBRICATO;corso unita' d'italia;86;45.0268099;7.6710944;Edificio scolastico (es.: scuola di ogni ordine e grado, università, scuola di formazione);Dal 1946 al 1960;Nessuno;Patrimonio disponibile;;Non Dichiarato;in concessione a titolo oneroso;158036.0;01/01/2019;False;1
43009;L219;1397;83;5000.0;FABBRICATO;corso unione sovietica;220;45.037298;7.6499811;Struttura residenziale collettiva (es.: collegi e convitti, educandati, ricoveri, orfanotrofi, ospizi, conventi, seminari);Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Servizi assistenza socio-sanitaria (residenziali);;;;False;1
43011;L219;1397;83;1160.2;FABBRICATO;Via San Marino;10;45.037298;7.6499811;Struttura residenziale collettiva (es.: collegi e convitti, educandati, ricoveri, orfanotrofi, ospizi, conventi, seminari);Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Servizi assistenza socio-sanitaria (residenziali);;;;False;1
43012;L219;1405;37;64.0;FABBRICATO;corso sicilia;50;45.0386222;7.6788063;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Non utilizzato;Non Dichiarato;;;;False;1
43206;L219;1280;85;125.0;FABBRICATO;via po;18;45.0681388;7.6897004;Locale commerciale, negozio;Prima del 1919;Dichiarazione di interesse culturale;Patrimonio disponibile;Utilizzato direttamente;Attività commerciale e di ristorazione;;;;False;1
43207;L219;1280;85;61.0;FABBRICATO;via po;18;45.0681388;7.6897004;Locale commerciale, negozio;Prima del 1919;Dichiarazione di interesse culturale;Patrimonio disponibile;Utilizzato direttamente;Attività commerciale e di ristorazione;;;;False;1
43208;L219;1280;85;43.0;FABBRICATO;via po;18;45.0681388;7.6897004;Locale commerciale, negozio;Prima del 1919;Dichiarazione di interesse culturale;Patrimonio disponibile;Utilizzato direttamente;Attività commerciale e di ristorazione;;;;False;1
43211;L219;1280;85;161.0;FABBRICATO;via po;18;45.0681388;7.6897004;Locale commerciale, negozio;Prima del 1919;Dichiarazione di interesse culturale;Patrimonio disponibile;Utilizzato direttamente;Attività commerciale e di ristorazione;;;;False;1
43212;L219;1280;85;142.0;FABBRICATO;via po;18;45.0681388;7.6897004;Magazzino e locali di deposito;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Attività commerciale e di ristorazione;;;;False;1
44210;L219;1281;140;196.0;FABBRICATO;Via Giovanni Giolitti;32;45.0646244;7.686777;Teatro, cinematografo, struttura per concerti e spettacoli e assimilabili;Dal 2001 al 2010;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività commerciale e di ristorazione;;;;False;1
44211;L219;1281;140;248.0;FABBRICATO;Via San Francesco da Paola;16;45.0646244;7.686777;Locale commerciale, negozio;Dal 2001 al 2010;Nessuno;Patrimonio indisponibile;;Non Dichiarato;in concessione a titolo oneroso;43855.0;01/10/2012;False;1
44226;L219;1281;140;163.0;FABBRICATO;Via Cavour;25;45.0646244;7.686777;Ufficio strutturato ed assimilabili;Dal 2001 al 2010;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività amministrativa/uffici pubblici;;;;False;1
44227;L219;1281;140;193.0;FABBRICATO;PIAZZALE FUSI VALDO;SNC;45.0646244;7.686777;Locale commerciale, negozio;Dal 2001 al 2010;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività commerciale e di ristorazione;;;;False;1
54201;L219;1222;435;10000.0;FABBRICATO;corso vittorio emanuele ii;130;45.071259;7.658087;Ufficio strutturato ed assimilabili;Dal 1991 al 2000;Nessuno;Patrimonio indisponibile;;Non Dichiarato;in concessione a titolo oneroso;20224.0;01/07/2015;False;1
54202;L219;1302;305;324.0;FABBRICATO;via s. secondo;43;45.0569757;7.6723545;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività giudiziaria;;;;False;1
54203;L219;1302;305;105.0;FABBRICATO;via s. secondo;43;45.0569757;7.6723545;Parcheggio collettivo;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività giudiziaria;;;;False;1
54205;L219;1240;99;10000.0;FABBRICATO;corso vittorio emanuele ii;127;45.0683157;7.6604391;Ufficio strutturato ed assimilabili;Prima del 1919;Dichiarazione di interesse culturale;Demanio;;Non Dichiarato;in concessione a titolo oneroso;633.0;01/10/2020;False;1
54207;L219;1219;80;10000.0;FABBRICATO;Via Corte d'Appello;16;45.0746584;7.679317;Ufficio strutturato ed assimilabili;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Attività amministrativa/uffici pubblici;;;;False;1
69712;L219;1280;24;76.0;FABBRICATO;via po;2;45.0697803;7.6872855;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
69714;L219;1280;24;83.0;FABBRICATO;via po;2;45.0697803;7.6872855;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
88451;L219;1404;58;2728.0;FABBRICATO;corso dogliotti;44/a;45.038093;7.6753699;Parcheggio collettivo;Dal 2001 al 2010;Nessuno;ND;Non utilizzato;Non Dichiarato;;;;False;1
248449;L219;1237;45;84.0;FABBRICATO;Via Cenischia;50;45.0680734;7.642807;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
251960;L219;57;61;71.0;FABBRICATO;Corso Ferrara;3;45.1063747;7.6371566;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
257494;L219;1069;151;98.0;FABBRICATO;Via delle Primule;28;45.101346;7.6257195;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
257495;L219;1069;151;99.0;FABBRICATO;Via delle Primule;28;45.101346;7.6257195;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
257496;L219;1069;151;97.0;FABBRICATO;Via delle Primule;28;45.101346;7.6257195;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
257497;L219;1069;151;98.0;FABBRICATO;Via delle Primule;28;45.101346;7.6257195;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
257498;L219;1069;151;105.0;FABBRICATO;Via delle Primule;28;45.1015414;7.6258345;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
257499;L219;1069;151;75.0;FABBRICATO;Via delle Primule;28;45.101346;7.6257195;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
257500;L219;1069;151;105.0;FABBRICATO;Via delle Primule;28;45.1015414;7.6258345;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
257501;L219;1069;151;87.0;FABBRICATO;Via delle Primule;28;45.1015414;7.6258345;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
257502;L219;1069;151;104.0;FABBRICATO;Via delle Primule;28;45.1015414;7.6258345;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
257503;L219;1069;151;87.0;FABBRICATO;Via delle Primule;28;45.1015414;7.6258345;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
257504;L219;1069;151;106.0;FABBRICATO;Via delle Primule;28;45.1015414;7.6258345;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
257505;L219;1069;151;93.0;FABBRICATO;Via delle Primule;28;45.101346;7.6257195;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
257506;L219;1069;151;87.0;FABBRICATO;Via delle Primule;28;45.1015414;7.6258345;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
257512;L219;1069;151;93.0;FABBRICATO;Via delle Primule;28;45.101346;7.6257195;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
257521;L219;1069;151;97.0;FABBRICATO;Via delle Primule;28;45.1015414;7.6258345;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
257529;L219;1069;151;100.0;FABBRICATO;Via delle Primule;28;45.101346;7.6257195;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
257539;L219;1069;151;97.0;FABBRICATO;Via delle Primule;28;45.101346;7.6257195;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
257543;L219;1069;151;94.0;FABBRICATO;Via delle Primule;28;45.101346;7.6257195;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
257544;L219;1069;151;99.0;FABBRICATO;Via delle Primule;28;45.101346;7.6257195;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
257545;L219;1069;151;98.0;FABBRICATO;Via delle Primule;28;45.101346;7.6257195;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
292655;L219;1127;63;125.0;FABBRICATO;via palestrina pier luigi;43;45.0942259;7.688735;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
292657;L219;1127;63;11.0;FABBRICATO;via palestrina pier luigi;43;45.0942259;7.688735;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
293553;L219;1236;259;86.0;FABBRICATO;via issiglio;34;45.0646476;7.6398669;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
293554;L219;1236;259;54.0;FABBRICATO;via issiglio;34;45.0646476;7.6398669;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
293556;L219;1236;259;58.0;FABBRICATO;via issiglio;34;45.0646476;7.6398669;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
293557;L219;1236;259;75.0;FABBRICATO;via issiglio;34;45.0646476;7.6398669;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
293558;L219;1236;259;65.0;FABBRICATO;via issiglio;34;45.0646476;7.6398669;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
293559;L219;1236;259;72.0;FABBRICATO;via issiglio;34;45.0646476;7.6398669;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
293560;L219;1236;259;85.0;FABBRICATO;via issiglio;34;45.0646476;7.6398669;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
293561;L219;1236;259;72.0;FABBRICATO;via issiglio;34;45.0646476;7.6398669;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
293562;L219;1236;259;84.0;FABBRICATO;via issiglio;34;45.0646476;7.6398669;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
293563;L219;1236;259;99.0;FABBRICATO;via issiglio;34;45.0646476;7.6398669;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
295000;L219;1481;440;135.0;FABBRICATO;Via Arturo Farinelli;22;45.0150404;7.6310601;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
301849;L219;1184;10;56.0;FABBRICATO;Via Aosta;29;45.0844539;7.690713;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
301851;L219;1184;10;72.0;FABBRICATO;via lodi;9;45.0844539;7.690713;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
301852;L219;1184;10;71.0;FABBRICATO;Via Lodi;11;45.0844539;7.690713;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
301853;L219;1184;10;72.0;FABBRICATO;Via Lodi;13;45.0844539;7.690713;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
301854;L219;1184;10;72.0;FABBRICATO;Via Lodi;13;45.0844539;7.690713;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
301855;L219;1184;10;72.0;FABBRICATO;Via Lodi;13;45.0844539;7.690713;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
301856;L219;1184;10;72.0;FABBRICATO;Via Lodi;13;45.0844539;7.690713;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
301857;L219;1184;10;72.0;FABBRICATO;Via Lodi;13;45.0844539;7.690713;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;False;1
303849;L219;1175;721;133.0;FABBRICATO;via medici giacomo;12;45.0768656;7.6553383;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;False;1
303853;L219;1175;721;969.75;FABBRICATO;via medici giacomo;12;45.0768656;7.6553383;Edificio scolastico (es.: scuola di ogni ordine e grado, università, scuola di formazione);Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività didattica;;;;False;1
338610;L219;1422;185;13.0;FABBRICATO;Via Giordano Bruno;189;45.0306089;7.6562613;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Dal 2001 al 2010;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;False;1
338611;L219;1422;185;12.0;FABBRICATO;Via Giordano Bruno;189;45.0306089;7.6562613;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Dal 2001 al 2010;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;False;1
338612;L219;1422;185;13.0;FABBRICATO;Via Giordano Bruno;189;45.0306089;7.6562613;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Dal 2001 al 2010;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;False;1
338613;L219;1422;185;12.0;FABBRICATO;Via Giordano Bruno;189;45.0306089;7.6562613;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Dal 2001 al 2010;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;False;1
338614;L219;1422;185;13.0;FABBRICATO;Via Giordano Bruno;189;45.0306089;7.6562613;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Dal 2001 al 2010;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;False;1
338624;L219;1422;185;12.0;FABBRICATO;Via Giordano Bruno;189;45.0306089;7.6562613;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Dal 2001 al 2010;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;False;1
338625;L219;1422;185;12.0;FABBRICATO;Via Giordano Bruno;189;45.0306089;7.6562613;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Dal 2001 al 2010;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;False;1
338626;L219;1422;185;12.0;FABBRICATO;Via Giordano Bruno;189;45.0306089;7.6562613;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Dal 2001 al 2010;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;False;1
338627;L219;1422;185;13.0;FABBRICATO;Via Giordano Bruno;189;45.0306089;7.6562613;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Dal 2001 al 2010;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;False;1
338628;L219;1422;185;12.0;FABBRICATO;Via Giordano Bruno;189;45.0306089;7.6562613;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Dal 2001 al 2010;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;False;1
338629;L219;1422;185;12.0;FABBRICATO;Via Giordano Bruno;189;45.0306089;7.6562613;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Dal 2001 al 2010;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;False;1
338630;L219;1422;185;12.0;FABBRICATO;Via Giordano Bruno;189;45.0306089;7.6562613;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Dal 2001 al 2010;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;False;1
338631;L219;1422;185;12.0;FABBRICATO;Via Giordano Bruno;189;45.0306089;7.6562613;Cantina, soffitta, rimessa, box, garage, posto auto aperto/scoperto,;Dal 2001 al 2010;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;False;1
